,art_id,art_content,art_comment,art_date_grabbed
118,1028,"A xel Lindén is a shepherd-philosopher with James Herriot’s knack for mishap and an almost Chekhovian deadpan humour. On Sheep: Diary of a Swedish Shepherd chronicles his Sisyphean struggle to move from “newbie” sheep farmer in search of a sustainable good life to “real farmer” – “a grump who keeps to himself.”  In 2010 he ditched his day job as a literary studies lecturer in Stockholm, rejected the ills of consumerism, pulled his three children out of kindergarten and, with his somewhat reluctant lawyer-wife in tow, embarked on a sheep-rearing “project”, possibly long term, possibly not. Either way, Lindén, then 46, “wanted out” of the city and unethical consumerism and into nature.  “I wanted to be out there, feeling the cold in my fingers,” he writes, “hitting myself on the thumb and wearing my trousers out at the knees.”  So far, so Seamus Heaney gritty and elemental. But during the move to his parents’ old farm, Lindén was reading a lot of Proust, “a writer,” he concedes, “who is the opposite of being grounded in practical, hands-on reality”. Still an ideas man at this stage, Lindén didn’t see himself as part of the natural world, in the manner of the American transcendentalist nature poet William Thoreau, one of his literary pin-ups. He had no plans to be a sheep either, in the manner of British nature writer Charles Foster, who lived as a badger, even eating worms.  Lindén’s wife was “not so keen on animals”. He went off and bought 12 ewes and 16 lambs. She preferred cats. Rearing a flock on five rented hectares of the former family farm (his father was a dairy farmer) was part of a non-mechanical means to a non-profit end: small-scale sustainable living.  Eight years in, his wife is happily growing their vegetables and flowers, the freezer is stocked with lamb and Lindén has come to know “that seductive sensation of being in direct contact with the natural world”. He now lives in a state of profound empathy with his ovine charges. “You become part of them, and they of you,” he says. “It sounds silly, but it has given me an inner peace.”  The transformation was incremental. At first Lindén spent a lot of time putting up fences that promptly fell down, fixing escape holes and reflecting on the psychology of his lost sheep. The manual labour and round-the-clock responsibility for his flock absorbed him: he thought less and less about himself, improving his mental health by weaning himself off the need for praise, and coming to live in the present – that holy grail of 21st-century states of being. But then, even a sense of responsibility and of doing a job slipped away, a feeling “best captured in the notion that I’m not the one who has the sheep; it’s the sheep who have me.” His co-habitants dictate the way of things.  “You learn about sheep, how they function; it’s more than pure knowledge. It’s like a feeling in a deeper sense – what it would feel like to eat grass and have it ruminate inside you. You see the way they form their group – sometimes spread out, sometimes packed together. When you think why they do that, there isn’t a straight answer. It’s a complex world that comes to you – and so you have to change to another thought and then to another and not necessarily come to an answer.”  Trust becomes mutual, he says. Sometimes, after counting the sheep or checking up on a weaker lamb, “You lose track of time and just sit down, waiting for them to gather around you and, without really thinking about it, you become part of the flock.” They are “unpretentious and stoical,” rather like Lindén, so it’s no surprise when he adds: “Sheep are special. They really allow you to contemplate. Cows,” by contrast, “are quite hectic. With sheep, you can lie down among them.”  “I am not the person I was when I first came here,” he says, and part of the reason for that is how he bonds with the land, as well as the sheep. He became rerooted in it, writing that “my childish tender feet trod on the ancestors of these very nettles” and that during the first half of his life his development was almost “a copy of industrialism itself: rational, progressive, urban. The sheep are making me barefoot again, so to speak. A return to simple things. Only what is simple turns out to be extremely complex, with many different facets.”",3,2018-09-23 23:44:08
119,1029,"The dilemma I have been married for 17 years and we have three beautiful children, aged between 12 and 17. Over the past 10 years our marriage has become more and more unsatisfying. We don’t feel emotionally close any more. It seems we are sticking it out for the kids, so neither of us has to leave. However, our loveless, long-term cohabitation is becoming increasingly difficult to bear.  My husband is a kind and good-hearted man, but I have often felt neglected. We hardly talk about things that matter to us, schedule in quality time or have any kind of sexual relationship. I think I have emotionally prepared myself to count on myself if I want to make things happen. At present I can’t even stand to share the same bed with him as I have been feeling a lot of resentment.  I am aware that my husband has his own struggles (supporting his family abroad), which have caused him a lot of financial pressure, tiredness and lack of enthusiasm. But I also feel that I’m not living life to the fullest.  Mariella replies You’re probably right. Over time our relationships do tend to lose their romantic lustre and battling to retain some semblance of an emotional connection, rather than just existing in tolerable proximity, becomes quite the challenge. You two sound like you’ve reached a bit of an impasse and if you’re not careful, whether it’s what you desire or not, you’ll end up allowing inertia to force you apart.  It’s easy to pontificate about tolerance and investment in a relationship and far harder to put it into practice. During times of difficulty it’s imperative we remember why we got hitched in the first place. Can you remember what you felt 17 years ago and isolate the changes that have occurred that have left you feeling dissatisfied today? I replied to a letter recently from a woman who was desperate to get married but whose partner was less enthusiastic, and it got me thinking about why we hitch ourselves to another human being for life. It’s rarely a rational choice. No one is a guaranteed safe bet as a spouse and so many relationships flounder under the weight of expectation, accruing years, or from one partner giving up hope and seeking solace elsewhere.  So why does it seem so imperative to confirm your determination to last the course in front of friends and family, even signing a contract to that effect? Far from being the perfect way to announce your besottedness to the world, it seems to me more of an attempt to shore up the relationship in anticipation of future discord. You don’t need a reminder of your intentions when you can’t wait to rip each other’s clothes off, but it certainly comes in handy when you’re moving your things into the spare bedroom. I don’t mean the dividing of assets in the event of divorce, which is never less than fractious – I mean in terms of thinking long and hard before we call it quits.",9,2018-09-23 23:44:11
120,1030,"Festa sul Prato, Folkestone Gardens, Deptford, London SE8 5JE (07814 829912). Breakfast dishes £1.50-£8.50, starters £3-£8, mains £10-£14, all wine £20  I travel this country so much, some of my friends call me the train whisperer. They claim I have electrified rails for bones. I know the differences between the unreserved carriages on the East Coast and West Coast lines. I know where best to stand on random station platforms – York, Cardiff – to have the best chance of getting a table seat, and what time past the hour the trains depart from Manchester for London. When my work on The One Show took me to Wales regularly, the guards at Paddington would allow me through the gates early because we were on first-name terms. I’m a trainspotter with benefits, the benefits being that I actually get on the trains.  To be honest, these past three months when I have been completely off the rails have been a blessed relief. For one, it has spared me the eccentricities of the great British travelling public: the woman sitting opposite me one morning who, as we chuffed past Slough en route to Bristol, took out wet wipes and swabbed her armpits; the man who started watching the football on his iPad without headphones on the way back from Newcastle and when challenged on the noise pointed out indignantly that it wasn’t a quiet carriage; the myriad dog owners who think their animals are so damn lovable that I should feel privileged that they choose to wander unhindered down the carriage and stick their noses in my crotch while I’m trying to work.",9,2018-09-23 23:44:14
121,1031,"    As the midterm elections approach,  Ben Fountain argues white voters should know that a real democracy can only survive if there is true equality for everyone",3,2018-09-23 23:44:21
122,1032,"A merica held up a mirror and did not like what it saw: a lone black woman opposite a row of 14 white men. The law professor Anita Hill was at the Capitol in Washington to describe allegations of sexual harassment against Clarence Thomas, a nominee for the supreme court. But to women in the room, it was Hill who was in the dock.",3,2018-09-23 23:44:25
123,1033,"S ince 2015 the Twitter account Mumsnet Madness has been documenting notable discussions from the site’s message boards. My recent favourites include the woman who “scalded her vagina with her own gas”, the one who, having organised a party for her nine-year-old DS (darling son) at Pizza Express, heard from another mother that her DD would only come if they changed the venue, as the girl “deeply opposes large corporate chains and prefers to support locally owned eateries”. And of course I look back with fond nostalgia at the famous “penis beaker” thread.  While I do enjoy its handy edit of the nuttier scrapings of the female mind, I sometimes read with one eye closed. The phrase “guilty pleasure” is one I’m loath to use, seeing as today it usually refers to “liking Abba” or “reading Marian Keyes” or something that feels so pure and joyful the user suspects they must be doing it wrong or else requires penance for such sweet jollity. But here it feels apt. Though I love a bitchy chuckle (also available for purchase as a regional drag name), my guilt comes from the knowledge that these women, with their baked-in passive aggression and fascination with semen, were posting on the Mumsnet message boards under the assumption their secrets would be read only by people in their own online community, rather than sneering onlookers like me, horrified mainly by the abbreviations.  It was with this in mind that I paused on last week’s thoughts from Catriona Jones, a researcher at the University of Hull, who claimed that the “tsunami” of detailed accounts of labour can be so traumatising that it’s leading to a rise in tokoph obia – an extreme fear of childbirth. “If you go into Mumsnet forums, women are telling stories about childbirth – ‘It’s terrible, it’s a bloodbath’. I think that can be difficult to deal with,” she said. And, yes, fine, but what can be even more difficult to deal with is, hearing either flowery platitudes about the wonder of childbirth or, upon asking friends what it’s like, receiving only dark-eyed tuts from women who themselves have been warned off sharing details.  Then, one morning somewhere close to dawn, going on to push an entire human through the creaking architecture of your body, and afterwards, being told to shut up and swallow it. In a time when talking about one’s trauma is largely accepted to be a positive and necessary thing, when we are bombarded with messaging that urges us to open up about mental health, even, post-#MeToo, about the value for others of “speaking our truth”, this suggestion that women should keep quiet about childbirth feels woefully outdated.  The similarity between the trivia of Mumsnet Madness and Jones’s research is that both involve mining the message boards, the quiet coffee mornings of Mumsnet users, where they talk to each other in a seemingly safe space about their specialist subject – the secret lives of women. Married sex, the limits of hygiene, their fears and neuroses, the private names they have for genitals – I find something terribly icky about exploiting these conversations, about their appropriation as a sprawling database about womankind. And then, turning the chatter back on them, feels particularly alarming.  It reminds me of an afternoon in 1990, when my teacher took my diary. I was 10, and he took my diary, and then read sections out to the class. That afternoon he called my mum and told her I’d sworn (in my diary) and been disrespectful about him (in my diary). Looking back now, I can chart the way that experience scarred the rest of my life, changing its course as if a character in a Jonathan Coe novel. The things I wrote in there were particular to the place they sat – the stories that Mumsnet users share online are the same. Few would contemplate broadcasting details of their partner’s post-coital bedside dunking cup if they knew the story would be used by a columnist in a national newspaper to bolster her opinions about childbirth. Oh.  As girls, we grow up with the knowledge that childbirth will be excruciating and bloody, but also that it ends. We children were walking proof of that. To suggest that those clicking on Mumsnet would be surprised to learn that labour hurts, or that it can be traumatic, is patronising and foolish. And for the women sharing their bad experiences, this is one of few places where their stories are welcomed – not only does the NHS have little time to spend listening to outpatients, but also families have a cut-off point, when it’s considered appropriate instead to focus on the positives. While a disturbing number of women do have traumatic births, for most the experience is not simply one thing, pain or pleasure. A multitude of stories are required, not just to help those telling them to work out their own narratives, or to help those looking for information, but to challenge tokophobia by enriching and complicating our cultural understanding of childbirth. Because, like Mumsnet Madness, there’s some magic, in among the horror.  One more thing…  Don’t do as I did and listen to the podcast Dr Death when eating. Before his conviction last year, neurosurgeon Christopher Duntsch maimed 32 victims in Texas. Grisly details about the intentional mistakes he made, including (oh God) a screw drilled into a spinal cavity, do not make for happy lunches. He’s now serving a life sentence.  The White House defence of Supreme Court nominee Brett Kavanaugh sniffs at accusations of sexual assault, suggesting that ‘every man’ at some point may have pinned a girl down, turned the music up to drown out her cries and covered her mouth as he assaulted her. Which, to me, seems a fairly bleak view of ‘every man’.  Last week I went to the 15th annual Art Car Boot Fair in King’s Cross, London. It’s always a complete joy, like returning to art school but fatter and more cynical, and with a four-year-old child who wants to dance next to the rave speakers. I love it.  Email Eva at e.wiseman@observer.co.uk or follow her on Twitter @EvaWiseman",3,2018-09-23 23:44:27
124,1034,"I t was while house-hunting in the Provençal village of Vallabrègues that Benoît Rauzy and Anthony Watson first stumbled upon a perfectly preserved 18th-century hôtel particulier . “It was like a bridge to the past,” says Rauzy of the property, close to Avignon, that they’ve since restored and now call home. “You opened the door and fell into another time.” Though built in 1730, the house had previously been in the ownership of just two families. More exceptional still, among the original murals, fireplaces and paintings were clues to the village’s past – half-made baskets, rattan chairs and furniture sketches – all vestiges of its previous incarnation as a wicker workshop.",3,2018-09-23 23:44:31
125,1035,"E arly one Sunday morning a month ago, a German carpenter was fatally stabbed in a street fight in Chemnitz in eastern Germany. Little is known about how the brawl started, but rumours rapidly circulated online that the man was defending a woman from sexual assault. Within hours of his death, rumours that his killers were two refugees triggered a violent reaction. For two nights running, thousands of rightwing extremists and sympathisers took to the streets of the city . Shocking videos of demonstrators openly using the Nazi salute (a criminal offence in Germany) and chasing and attacking people of foreign appearance rapidly appeared online.  The reverberations of the riots continue to roil German politics and society. They appear to have given a massive boost to the right-wing AfD party, for example, which according to some opinion polls is now in second place in Germany. And last week, Angela Merkel removed the head of the domestic intelligence agency, Hans-Georg Maaßen , from his post after he faced criticism for his reaction to anti-immigrant protests in the city of Chemnitz. He had cast doubt on the authenticity of the videos showing dark-skinned people being chased and attacked.  What’s going on? How did many Germans become so worked up about a street brawl? This question intrigued Ray Serrato , a Berlin-based digital researcher who first noticed it when his wife’s uncle showed him a YouTube video that claimed the rioters had been Muslim refugees. The video was cheaply produced and uploaded by an obscure fringe group and yet it had had nearly half-a-million views – far more than any legitimate news video of the riots. How was this possible?",9,2018-09-23 23:44:38
126,1036,"I s this year’s Labour conference in Liverpool going to rise to the occasion and put the party firmly on the road to stopping Brexit?  With mounting support among trade unionists for a “people’s vote”, it would be a welcome outcome if what my old friend and Observer colleague Alan Watkins called “the people’s party” finally got its act together in the interests of the country and all working people.  It was Liverpool in the early 1980s that witnessed the nadir of Labour’s near-capture by the extreme-left Militant Tendency. The shameful absurdity of it all was captured in a magnificent conference speech by Neil Kinnock, in which he had scathing words for a council under the control of one Derek Hatton that had sent redundancy notices to council workers by taxi.  Redundancy notices? Yes, the council’s funds were being so mismanaged that “economies” were deemed necessary. That notice of these economies was being sent to the victims by taxi was surreal.  Last time I visited Liverpool, for the Labour conference two years ago, I was hailed by several proud denizens who, spying strangers, asked me to spread the news about the impressive developments in the city since the early 80s.  A good start on the road to Liverpool’s recovery was made, with that great, go-getting Conservative minister Michael Heseltine inspiring various physical infrastructure projects, and (full disclosure) my late father-in-law, Maurice Stonefrost – probably the country’s leading expert in local authority finance at the time – producing the Stonefrost report, to rescue the city’s financial infrastructure.",9,2018-09-23 23:44:41
127,1037,"U ntil about five years ago, Ralph Taylor did not consider himself black. He lived as a white man and was seen as such by friends, colleagues and clients. In 2010, he took a genetic test that estimated his ancestry to be 90% European, 6% indigenous American and 4% sub-Saharan African. Four years later, he applied for his insurance business to be certified as a “disadvantaged business enterprise” to make it easier to win government contracts. He was turned down. Officials could find “no persuasive evidence that Mr Taylor has personally suffered social and economic disadvantage by virtue of being a Black American”. Now Taylor is suing the US government because he considers himself to be “black based upon DNA evidence”.  Taylor is, by any rational definition, white and the attempt to have himself officially declared black seems little more than a money-spinning exercise. Yet, absurd though his claims are, his case speaks also to our times. Navigating racial categories has today become increasingly fraught and many of the ways in which we commonly think of racial and cultural identities are as hollow as Taylor’s claim to be black.  “I wanted to know who I am,” claims “Kim” in a television advert for the testing company Ancestry.com. “The most shocking result,” she tells us, “is that I’m 26% Native American”. “This is what I’m made of,” she explains. “I absolutely want to know more about my Native American heritage.”  Genetic testing has become a billion-dollar industry – more than 12 million people have taken such tests to discover “ who I am ”. The dubious character of the results has been well rehearsed. It means no more to say that Kim is Native American than to say Taylor is black. Yet the idea that DNA tells us something fundamental about our social identity and sense of belonging has become embedded. The American geneticist Rick Kittles, founder of the genetic testing company African Ancestry, traced his maternal line to the Hausa tribe in Nigeria. Learning about Hausa culture and traditions, Kittles wrote, “gave me sense about who I am”.  His comments reflect the way that notions of race, culture and identity are increasingly becoming conflated. From local authority adoption policies to the debate over “ Cheddar Man ”, there is a desire to link genetic inheritance to social heritage to contemporary identity.  In the past, it was racists who obsessed about racial categories, devising systems by which to divide populations. Anti-racists challenged both the process of racial categorisation and the use of such categories to enforce discrimination.  Today, the struggle against racism is defined as much by a desire for identity and recognition as by a demand for equality. The very meaning of equality has changed. Where once it meant the right to be treated equally despite differences of race or ethnicity or culture, now equality means the right to be treated differently because of them.  “Stay in your lane” has become a favoured demand of anti-racists; meaning “do not interfere with what rightfully is in the domain of other racial or cultural groups”. One fashionable expression of this is the furore over cultural appropriation – the insistence that people should not, without “permission”, borrow from a culture that is not theirs. Sometimes, the issue is trivial, as in the condemnation of Jamie Oliver’s “jerk chicken” . At other times, it can be of profound importance, as in the campaign against Dana Schutz’s Open Casket , a painting of Emmett Till , an African American teenager murdered by a Mississippi lynch mob in 1955. Many objected to a white painter depicting such a traumatic moment in black history. Implicit in the campaign, the critic Adam Shatz observed, was a “disavowal that acts of radical sympathy, and imaginative identification, are possible across racial lines”.  “Know your place” used to be the cry of those who demanded that social hierarchies be maintained. Now it’s the slogan of those for whom the struggle against racism is more about policing boundaries than pursuing equality.  Some may suggest that to exclude worthless claims such as Ralph Taylor’s requires identities to be defined in more rigid ways. That is to misunderstand the problem. Whether Taylor has 4% or 40% African heritage is immaterial. What matters is the way that society treats individuals deemed to be of one race or another. What makes blackness into an issue in America is job discrimination, voter disqualification, police brutality, mass incarceration.  Racial differences are important because racism is a reality. But challenging racism requires us to confront, not embrace, claims about racial categories that are the province of racists.  • Kenan Malik is an Observer columnist",4,2018-09-23 23:44:44
128,1038,"S omething has been niggling me about Tesco’s new discount supermarket chain, Jack’s . Obviously, Tesco is entitled to take on the likes of Aldi and Lidl and, in this era of food banks, it’s difficult to argue against cheap produce. If the reports from the first Jack’s store, in Chatteris, Cambridgeshire (“80% British”; “Cheap alcohol”; “ Like shopping 30 years ago ”) make the general ambience sound a bit like a low-cost grocery emporium that you might find in a third-wave-austerity theme park, then that’s just a sign of the times.  What I’m concerned about is what Jack’s ( named after Tesco’s founder, Jacob “Jack” Cohen ) might be saying about an evolution in retail segregation. While different supermarket chains are obviously aimed at different people, on varying incomes, there’s something about Jack’s that whiffs a little too strongly of poorer customers being rather unsubtly “zoned”, and in a way that steers them well clear of the core Tesco brand. Basically, I’m concerned about why Jack’s is called Jack’s.  Obviously, this type of zoning goes on throughout retail. At the opposite extreme to Jack’s, Gwyneth Paltrow’s Goop opens a pop-up store in London (from this week until January). With its famously high-end ludicrous musings , products and prices (vaginal steam-cleaning, Brain Dust supplements, a mere £11,500 for a gold-plated sex toy), Goop’s $250m-niche boutique concept (basically Space NK for rich, gullible simpletons) is clearly not catering for the austerity pound. Brands such as Goop are probably wary of being contaminated by the mega-discount market. However, so seemingly is Tesco.",9,2018-09-23 23:44:50
129,1039, ,9,2018-09-23 23:44:53
130,1040,"T he Labour party is proposing to ban parents from discovering the sex of an unborn child early in pregnancy for fear that it could lead to selective abortion.  Non-invasive screenings are now being offered at nine to 10 weeks into a pregnancy, to allow parents to discover whether a foetus has Down’s syndrome or other genetic conditions. Naz Shah , shadow women and equalities minister, told the Victoria Derbyshire show that the test could be used, particularly within Asian communities, to selectively abort girls.  A 2014 Department of Health report found no evidence of sex selection taking place in England and Wales. A later report observed: “Analysis of gender birth ratios by ethnicity of the child… found no ratio to be significantly higher than [that expected naturally].”  The issue, however, is not simply one of numbers. It is that of the state controlling what a woman is permitted to know about her pregnancy. In any other circumstance, feminists would condemn the idea that women cannot to be trusted to make decisions about their reproductive futures. It’s an attitude both patronising and misogynistic.  The NHS offers pregnant women ultrasound scans that can reveal the sex of a foetus. Abortion is legal until 24 weeks. Is Shah suggesting that parents should not be able to see their scans? The logic can be extended beyond the issue of selective abortion. Perhaps the government should stop providing information about immigration numbers for fear it might inflame anti-immigrant sentiment? Or stop telling pupils their GCSE results in case it depresses some?  Sex-selective abortions are an issue in some parts of the world, particularly India and China. The answer is to tackle attitudes, not to deny women knowledge about their own bodies.",3,2018-09-23 23:44:56
131,1041,"A wretched characteristic of UK light entertainment has been its obsession with sending our own grands hommes and dames of the television establishment overseas to make programmes. This serves two purposes: it provides some respite from veteran cravat-wearers whingeing about ageism on television and helps executives use up all the expensive spare time on those eye-watering contracts. This gives us the opportunity to see vaguely familiar thespian types mincing about in foreign kitchens or being condescending about the curious customs of the locals.  A joyous byproduct of this is watching the amusement in the faces of a benevolent foreign host as Jasper or Jemima tries to remain insouciant when confronted with les ballons de cochon in a wee sauce soubise. Other shows are frayed versions of the ones Alan Whicker used to do. Occasionally, you get a show such as the one Michael Palin is doing on Channel 5 about life inside North Korea . Half a battalion of Pyongyang’s finest are looking over his shoulder and his passport resides in the desk of a local state excellency. So we can be sure we’ll discover about as much about life beyond the 38th parallel as an open-top bus tour around Possilpark.",9,2018-09-23 23:44:58
132,1042,"Bodyguard  9pm, BBC One  Jed Mercurio’s outstanding political thriller thunders to a terrifying close with a 75-minute finale guaranteed to stretch your armchair detective powers to the limit – and leave you exhausted, satisfied and ever-so-slightly bereft, as your weekly appointment with the high-octane world of PS David Budd vanishes from the calendar. It’s been a rollercoaster ride throughout and this episode pulls no punches, ratcheting up the tension by degrees until it reaches a shattering denouement. One of the TV events of the year. Mike Bradley  The Leeds International Piano Competition 2018  7pm, BBC Four  The competition to find the world’s best young pianist comes to a close with final performances to decide between Croatia’s Aljoša Jurinić, Russian Anna Geniushene, Mario Häring from Germany, Eric Lu from the USA and Xinyuan Wang from China. Mike Bradley  Battle of Britain: Model Squadron 8pm, Channel 4  Chocks away one last time as the modellers recreate aerial events from 15 September 1940, the climax of the Battle of Britain. A series that has neatly mingled history with a sympathetic study of the featured enthusiasts who couldn’t give a flying one if others find their hobby nerdy. Jonathan Wright  Vanity Fair 9pm, ITV  The Georgian soap forges ahead with the Battle of Waterloo. Behind the lines, Becky Sharp sees the chance to exploit the war for financial gain as the assembled nobs take fright at Napoleon’s advance. Horses are at a premium for those desperate to escape and our (anti-)heroine just happens to have two secret steeds for sale. Mike Bradley  Celebrity Island With Bear Grylls  9pm, Channel 4  This year’s contest has seen celebrities abandon the island at such a pace that next week’s episode may well just consist of Bear swilling a mug of urine. Until then, though, Montana Brown and Anthony Ogogo head out hunting, and the camp-mates cool then warm towards Eric Roberts. Hannah J Davies  No Activity  10.30pm, BBC Two  Another beautifully observed double bill following Australian cops and crooks waiting, essentially, for Godot (or should that be G’day?). First, Hendy is joined by a prickly American, while Jimmy explains how he orders takeaways in the associated accent (“I think it’s appreciated that you’ve made a special effort”). Ali Catterall  Film choice  No, 1.35am, Film4",3,2018-09-23 23:45:05
133,1043,"W e are all familiar with the gut-wrenching, disturbing images of the German Student Union burning books under the Nazi regime. It’s less well known, perhaps, that the photograph we often associate with this time shows the burning of the libraries of Dr Magnus Hirschfeld, the first man – that we know of – to use the term transsexual and perform gender confirmation surgery on Lili Elbe (as seen in the film The Danish Girl ).  Rarely would we see book burnings today, but routinely books are challenged or banned on grounds of impropriety. Let’s start with a personal example. My guide to gender, sexual identity and LGBTQ sex education, This Book Is Gay (2014), was challenged in Wasilla, Alaska, when a parent discovered the title in the children’s non-fiction section of her local library. I concur that it is not a children’s book; it’s for young adults. I agree it should be shelved appropriately in libraries. However, before long, locals demanded that the book be removed entirely. I’m pleased to say the title remains in the YA section of Wasilla public library.  Today books are most commonly challenged where religion and state are closely tied, but the UK has form when it comes to banning books. DH Lawrence’s Lady Chatterley’s Lover (1928) famously had to go through the courts to be published in its entirety in 1960. “Is it a book that you would even wish your wife or your servants to read?” the prosecution asked. The book was printed uncensored for the first time in the UKand led to a literary sexual awakening not seen again until Fifty Shades of Grey mania half a century later.",9,2018-09-23 23:45:07
134,1044,"L ike summer heat, it was here and now it’s gone. The colourful, inexplicable Christo installation floating on London’s Serpentine will begin to be dismantled today; all done, suddenly, with its strange business of delighting and baffling visitors to Hyde Park.  Last week, the 7,506 oil barrels of Mastaba , the artist’s 20-metre high pink, blue and red fortress, were still glinting in the evening sun when I took a trip on the Solar Boat that crosses the lake during the summer months. As we took photographs, on one side of me I could overhear praise for the artwork’s playful grandeur. On the other side, someone was grumbling about how dull and pointless it seemed.  Mastaba ’s creator, the veteran installation artist who for years worked alongside his late wife, Jeanne-Claude, has always prompted these contradictory responses. Christo has wrapped up Berlin’s Reichstag , the Pont Neuf in Paris and even a network of Australian coastal cliffs in white cloth, making some people gape and others roll their eyes. And he has a long history with oil barrels, creating his first work from them with Jeanne-Claude in 1961.",9,2018-09-23 23:45:10
135,1045,"Serial: Season 3 | serialpodcast.org Intrigue: The Ratline (Radio 4) | iPlayer  Serial 3 is here and it’s a very different proposition to Serials 1 and 2 . Serial 1 , about the 1999 murder of Hae Min Lee and the subsequent conviction of Adnan Syed, was small, detailed and obsessive. It focused on one incident, fixated on tiny details. Serial 2 , which examined the case of Bowe Bergdahl, a US soldier captured by the Taliban in 2009, was also about one man, though the landscape, which moved from Afghanistan to Pakistan to Guantánamo Bay to the White House, was vast and consequential. Serial  3 changes the scale again. It’s centred on one place, but it will tell multiple tales. For Serial fans, it’s like moving from a pop song to a symphony; from West Cork to The Wire .  We are at the Justice Center in Cleveland, Ohio. This is the high-rise building that contains the city’s justice department, from jail (in the basement) to courthouses (the higher the floor, the more serious the crime). Sarah Koenig, our producer/presenter, talks us through: “The elevator really runs the place,” she says and explains why. Koenig’s opening six-and-a-half-minute description of the building is quite astonishing, like a chapter from Dickens or Maupassant. I had to keep stopping to go back, to play small parts over again, just for my own enjoyment. Such beautiful language! It makes you remember that Serial is not only about the individuals it chooses to focus on – it’s about the production: the reporting, the writing, the asides. The consistent empathy, the moral niggles, the revealing vignettes. How the story is told. Serial  3 makes you understand that what you really enjoy about Serial is Koenig and her team.  This series – “one courthouse told week by week” – promises to take us through various individual cases, and through these to an understanding of the US justice system. (This is only possible due to the access allowed to Koenig and the Serial team; they spent a year in Cleveland and seem to have recorded almost everywhere.)  And the first case seems quite straightforward, almost comically unfair, an easy decision. They chose to start with it, says Koenig, because it was “an example of the system actually working”. Except you’re left with the uneasy feeling that it didn’t… We’re told that 96% of convictions are decided on a plea bargain. So if you don’t seem completely innocent, you’ll probably end up guilty, even if only a little bit.  Innocent or guilty. All of the Serial series make listeners consider whether anyone can be completely one or the other. And, more troublingly, all Serial series also make us consider the systems around innocence and guilt. How fallible these systems are, how often they seem to get it wrong, even when we’re told they get it right.",9,2018-09-23 23:45:13
136,1046,"The Circle (Channel 4) | All4 Defending the Guilty (BBC Two) | iPlayer Mystery Road (BBC Four) | iPlayer Strangers (ITV) | ITV Hub Vanity Fair (ITV) | ITV Hub  To at least try to be fair to Channel 4, I’m possibly not falling into the precise demographic from whom it intends to coax, over the next three weeks, a slavish addiction to their big new evil experiment, The Circle . In which eight shut-off strangers – same block of flats, yet they never meet – are set against one another to compete for a £50,000 prize, by simply pretending to be, on a kind of closed-circuit social media, somebody else.  Even a few years ago I would have written that phrase, added a full stop then asked, simply: why?  Now we know better. Don’t we, though? In a time when Twitter spats can lead news bulletins and a social media presence is (we are told) both crucial and (we are also told, often in the same breath) leading to a groundswell of burgeoning harm, along come the zeitgeisty team behind Gogglebox to allow us all in on what is a common enough slice of British life but undergone a kind of dystopian reductio ad absurdum . In their three weeks’ incarceration, the contestants will shout out commands to the computer that controls their “profile” in attempts to boast, prettify, wheedle, flirt, lie, charm or connive their “personalities” to victory. Communications, for all the whizzy tech, are at heart more basic: how you doing, and so excited, and in addition to OMG-speak and WTF-speak, all have to speak fluent emoji: they will shout “Circle, make betrayed aardvark face” (or some such), and there is much, much of this. But this is not the problem.  One of the problems is that the contestants are, by and large, much less likable than, say, the folk on Gogglebox . We have, for instance, Jennifer, a 40-year-old Google Analytics something who says she hates social media – high early hopes – but for some reason pretends to be a 34-year-old oncologist. The week before a rather global thrust for Macmillan cancer care, this was always going to be a fearsome ouch. Alex (sharpest in the block) pretends to be a woman, his own girlfriend, in fact: his profile pic is of her, and he cynically manipulates his almost housemates and wins the first round. Mummy’s boy Mitchell, 22, said with something approaching pride: “Whenever people first meet me they think I’m a dickhead”, and his chosen picture is handsome enough but, fair’s fair, his personality profile is, with shocking honesty, that of someone who might be assumed to have the head of a penis. Essex Freddie, 20, utterly lies about having a dead dog (sad emojis), lies hugely about not being gay, yet is, of course, the type of impossibly tantrummed character who always seems to be inserted into things like this purely in order, it can only be assumed, to set the well-argued and clean-won case for acceptance of male homosexuality back about 65 years.  The first petal-strewn “date”, separated by only a wall but communicating with each other via the “internet” (fast-typing Channel 4 interns, I assume), is therefore between a man pretending to be his own girlfriend and a dickhead. While, somewhere below, a gay man lying about wanting a family, and a woman who’s lying about having to feed her baby , sulk. I’m of an age where I can still remember that New Yorker cartoon (now 25 years old) of a mutt hammering away at a keyboard with the caption: “On the internet, nobody knows you’re a dog.” Which has always struck me as what should have been the last word in online interactions: dress it up how you will, IRL (in real life), when eventually you meet, there’s always going to be another person pointing, no matter how politely, at your tail. At best, if you’re very lucky and not actually in jail, patting their pockets vaguely for treats.  As has been pointed out (on, um, social media), this particular dystopia bears a remarkable similarity to Black Mirror ’s Nosedive episode. In some ways it’s a slice of genius, a fast lesson in the communications, the mores, the aspirations, of people younger than me, even if some of those are depressingly familiar (the svelte lass with the bright, sexy eyes triumphs: boring is not so bad if he’s rich). And, socially, I’m intrigued. It’s just… do I have the patience, over three weeks, to watch eight people trying to invent eight other people when none of the 16 are, in fact, that interesting in the first place?",9,2018-09-23 23:45:20
